,link,title,recall_info,date
11,https://recalls-rappels.canada.ca/en/alert-recall/delizia-brand-vegetarian-ham-recalled-due-undeclared-gluten-and-wheat,Delizia brand Vegetarian Ham recalled due to undeclared gluten and wheat,"Delizia brand Vegetarian Ham recalled due to undeclared gluten and wheat.
The recalled product was sold in British Columbia.",2022-08-10
12,https://recalls-rappels.canada.ca/en/alert-recall/circle-k-brand-classic-potato-chips-recalled-due-undeclared-milk,Circle K brand Classic Potato Chips recalled due to undeclared milk,Circle K brand Classic Potato Chips recalled due to undeclared milk. The recalled product has been sold in Ontario.,2022-08-09
13,https://recalls-rappels.canada.ca/en/alert-recall/amy-s-brand-vietnamese-banh-mi-wrap-recalled-due-incomplete-labelling-mustard,Amy's brand Vietnamese Banh Mi Wrap recalled due to incomplete labelling for mustard,"Amy's brand Vietnamese Banh Mi Wrap recalled due to incomplete labelling for mustard.
The recalled product was sold nationally.",2022-08-05
14,https://recalls-rappels.canada.ca/en/alert-recall/mother-dairy-brand-paneer-fresh-cheese-recalled-due-generic-e-coli,Mother Dairy brand Paneer Fresh Cheese recalled due to generic E. coli,"Mother Dairy brand Paneer Fresh Cheese recalled due to generic E. coli.
The recalled product was sold in Alberta.",2022-08-04
15,https://recalls-rappels.canada.ca/en/alert-recall/sober-island-brand-og-oysters-recalled-due-generic-e-coli,Sober Island brand OG Oysters recalled due to generic E. coli,"Sober Island brand OG Oysters recalled due to generic E. coli.
The recalled product was sold in Nova Scotia.",2022-08-04
16,https://recalls-rappels.canada.ca/en/alert-recall/adonis-brand-all-dressed-mini-pizzas-and-hot-dog-rolls-recalled-due-undeclared-pea,Adonis brand All Dressed Mini Pizzas and Hot Dog Rolls recalled due to undeclared pea protein,Adonis brand All Dressed Mini Pizzas and Hot Dog Rolls recalled due to undeclared pea protein. The recalled products have been sold in Ontario and Quebec.,2022-08-04
17,https://recalls-rappels.canada.ca/en/alert-recall/vicentina-fine-foods-gourmet-brand-lasagna-products-recalled-due-undeclared-egg,Vicentina Fine Foods Gourmet brand lasagna products recalled due to undeclared egg,Vicentina Fine Foods Gourmet brand lasagna products recalled due to undeclared egg. The recalled products were sold in Ontario.,2022-07-29
18,https://recalls-rappels.canada.ca/en/alert-recall/certain-groove-chocolate-brand-and-daniel-chocolates-brand-dark-chocolate-bars,Certain Groove Chocolate brand and Daniel Chocolates brand dark chocolate bars recalled due to undeclared milk,"The affected products are being recalled from the marketplace because they may contain milk which is not declared on the label.  The recalled products have been sold in Alberta, British Columbia, Manitoba, and Ontario, and may have been distributed…",2022-07-28
19,https://recalls-rappels.canada.ca/en/alert-recall/sask-prairie-brand-dill-pickle-flavoured-vodka-recalled-due-pieces-glass,Sask Prairie brand Dill Pickle Flavoured Vodka recalled due to pieces of glass,Sask Prairie brand Dill Pickle Flavoured Vodka recalled due to pieces of glass. The recalled product was sold in Ontario.,2022-07-28
20,https://recalls-rappels.canada.ca/en/alert-recall/vicentina-fine-foods-gourmet-brand-meat-lasagna-recalled-due-undeclared-cashew,Vicentina Fine Foods Gourmet brand Meat Lasagna recalled due to undeclared cashew,The affected product is being recalled from the marketplace because it may contain cashew which is not declared on the label. The recalled product has been sold in Ontario.,2022-07-27
21,https://recalls-rappels.canada.ca/en/alert-recall/organic-traditions-brand-dark-chocolate-covered-nut-products-recalled-due-possible,"Organic Traditions brand dark chocolate covered nut products recalled due to possible undeclared milk, cashew, milk, almond and/or hazelnut","Organic Traditions brand dark chocolate covered nut products recalled due to possible undeclared milk, cashew, almond and/or hazelnut. The recalled products were sold nationally.",2022-07-26
22,https://recalls-rappels.canada.ca/en/alert-recall/irresistibles-brand-sesame-asian-style-dressing-recalled-due-spoilage-0,Irresistibles brand Sesame Asian Style Dressing recalled due to spoilage,Irresistibles brand Sesame Asian Style Dressing recalled due to spoilage. The recalled product has been sold in Ontario and Quebec.,2022-07-25
23,https://recalls-rappels.canada.ca/en/alert-recall/certain-s-it-brand-dark-chocolate-truffles-recalled-due-undeclared-milk,Certain That's it. brand Dark Chocolate Truffles recalled due to undeclared milk,The affected products are being recalled from the marketplace because they may contain milk which is not declared on the label. The recalled products have been sold nationally.,2022-07-23
24,https://recalls-rappels.canada.ca/en/alert-recall/certain-organic-traditions-brand-dark-chocolate-nut-products-recalled-due-undeclared,Certain Organic Traditions brand dark chocolate nut products recalled due to undeclared milk and hazelnut,Certain Organic Traditions brand chocolate products recalled due to undeclared milk and hazelnut. The recalled products were sold nationally.,2022-07-22
25,https://recalls-rappels.canada.ca/en/alert-recall/certain-zabiha-halal-brand-and-maple-lodge-farms-brand-chicken-wiener-products,Certain Zabiha Halal brand and Maple Lodge Farms brand Chicken Wiener products recalled due to undeclared pea protein,The affected products are being recalled from the marketplace because they contain pea protein which is not declared on the label. The recalled products have been sold nationally.,2022-07-21
26,https://recalls-rappels.canada.ca/en/alert-recall/certain-enjoy-life-brand-soft-baked-cookies-chocolate-chip-recalled-due-possible,Certain Enjoy Life brand Soft Baked Cookies – Chocolate Chip recalled due to possible presence of pieces of plastic,The affected product is being recalled from the marketplace due to the possible presence of pieces of plastic. The recalled product has been sold in Ontario and may have been distributed in other provinces and territories. It has also been sold online…,2022-07-20
27,https://recalls-rappels.canada.ca/en/alert-recall/knorr-professional-soup-du-jour-brand-red-thai-curry-chicken-rice-soup-mix-recalled,Knorr Professional Soup du jour brand Red Thai Curry Chicken with Rice Soup Mix recalled due to undeclared milk,Knorr Professional Soup du jour brand Red Thai Curry Chicken with Rice Soup Mix recalled due to undeclared milk. The recalled product was sold nationally.,2022-07-18
28,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-chocolate-products-recalled-due-improperly-declared-milk,Various brands of chocolate products recalled due to improperly declared milk,"Various brands of chocolate products recalled due to improperly declared milk. The recalled products have been sold in Alberta, Saskatchewan, Manitoba, Ontario and British Columbia.",2022-07-18
29,https://recalls-rappels.canada.ca/en/alert-recall/fry-s-brand-orange-cream-dark-chocolate-bar-recalled-due-undeclared-milk,Fry's brand Orange Cream (Dark Chocolate Bar) recalled due to undeclared milk,"Fry's brand Orange Cream (Dark Chocolate Bar) recalled due to undeclared milk. The recalled product has been sold in British Columbia, Alberta, Ontario and Quebec.",2022-07-15
30,https://recalls-rappels.canada.ca/en/alert-recall/stuffed-fish-ball-recalled-due-undeclared-egg,Stuffed Fish Ball recalled due to undeclared egg,The affected product is being recalled from the marketplace because it may contain egg which is not declared on the label. The recalled product has been sold in Ontario and Quebec and may have been distributed in other provinces or territories.,2022-07-15
31,https://recalls-rappels.canada.ca/en/alert-recall/crave-stevia-brand-chocolate-products-recalled-due-undeclared-milk,Crave Stevia brand chocolate products recalled due to undeclared milk,"The affected products are being recalled from the marketplace because they may contain milk which is not declared on the label.  The recalled products have been sold in British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New…",2022-07-15
32,https://recalls-rappels.canada.ca/en/alert-recall/enoki-mushroom-recalled-due-listeria-monocytogenes,Enoki Mushroom recalled due to Listeria monocytogenes,"The affected product is being recalled from the marketplace due to possible Listeria monocytogenes contamination.  The recalled product has been sold in British Columbia and Manitoba, and may have been distributed in other provinces and territories…",2022-07-12
33,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-palm-oil-recalled-due-salmonella,Various brands of Palm Oil recalled due to Salmonella ,Various brands of Palm Oil recalled due to Salmonella. The recalled products have been sold in Quebec and Manitoba.,2022-07-08
34,https://recalls-rappels.canada.ca/en/alert-recall/s-it-brand-dark-chocolate-fig-truffles-recalled-due-undeclared-milk,That's It. brand Dark Chocolate Fig Truffles recalled due to undeclared milk,That's It. brand Dark Chocolate Fig Truffles recalled due to undeclared milk. The recalled product has been sold nationally.,2022-07-05
35,https://recalls-rappels.canada.ca/en/alert-recall/twa-fungi-brand-king-oyster-mushroom-recalled-due-listeria-monocytogenes,TWA Fungi brand King Oyster Mushroom recalled due to Listeria monocytogenes,The affected product is being recalled from the marketplace due to possible Listeria monocytogenes contamination. The recalled product has been sold in British Columbia and may have been distributed in other provinces and territories.,2022-07-01
36,https://recalls-rappels.canada.ca/en/alert-recall/certain-enjoy-life-brand-bakery-products-recalled-due-possible-presence-pieces-plastic,Certain Enjoy Life brand bakery products recalled due to possible presence of pieces of plastic,The affected products are being recalled from the marketplace due to the possible presence of pieces of plastic. The recalled products have been sold nationally and online.,2022-07-01
37,https://recalls-rappels.canada.ca/en/alert-recall/remarkaball-brand-crunchy-energy-balls-recalled-due-undeclared-milk,RemarkaBall brand Crunchy Energy Balls recalled due to undeclared milk,The affected products are being recalled from the marketplace because they may contain milk which is not declared on the label. The recalled products have been sold in Alberta and online.,2022-06-30
38,https://recalls-rappels.canada.ca/en/alert-recall/shortage-infant-formulas-babies-food-allergies-what-you-should-know-and-do,Shortage of infant formulas for babies with food allergies: what you should know and do,"UPDATE: June 29, 2022 There continues to be a national shortage of specialized infant formulas for infants with food allergies and certain medical conditions. This includes extensively hydrolyzed formulas and amino acid-based formulas. There is no…",Public advisory | 2022-06-29
39,https://recalls-rappels.canada.ca/en/alert-recall/lao-beijing-brand-drinkable-yogurt-recalled-due-mould,Lao Beijing brand Drinkable Yogurt recalled due to mould,"Lao Beijing brand Drinkable Yogurt recalled due to mould.
The recalled products were sold in British Columbia and Ontario.",2022-06-28
40,https://recalls-rappels.canada.ca/en/alert-recall/shrimp-dumpling-fish-wrapper-recalled-due-undeclared-egg,Shrimp dumpling with fish wrapper recalled due to undeclared egg,The affected product is being recalled from the marketplace because it contains egg which is not declared on the label. The recalled product has been sold in Ontario and Quebec and may have been distributed in other provinces or territories.,2022-06-24
41,https://recalls-rappels.canada.ca/en/alert-recall/raaka-brand-coconut-milk-unroasted-dark-chocolate-60-cacao-recalled-due-undeclared,Raaka brand Coconut Milk Unroasted Dark Chocolate 60% Cacao recalled due to undeclared sesame,Raaka brand Coconut Milk Unroasted Dark Chocolate 60% Cacao recalled due to undeclared sesame. The recalled product was sold nationally.,2022-06-24
42,https://recalls-rappels.canada.ca/en/alert-recall/gelato-artigianale-al-gusto-di-raspberry-gelato-recalled-due-possible-norovirus,Gelato Artigianale al gusto di Raspberry Gelato recalled due to possible norovirus contamination of raspberries used in product,"The affected product is being recalled from the marketplace due to possible norovirus contamination of the raspberries used in this product. The recalled product has been sold at Angelo's Italian Market Inc. (London, ON).",2022-06-24
43,https://recalls-rappels.canada.ca/en/alert-recall/tas-brand-coconut-water-recalled-due-undeclared-milk,T.A.S. brand Coconut Water recalled due to undeclared milk,"The affected product is being recalled from the marketplace because it contains milk which is not declared on the label. The recalled product has been sold in British Columbia, Alberta, Saskatchewan, Manitoba, Ontario and Quebec.",2022-06-24
44,https://recalls-rappels.canada.ca/en/alert-recall/master-chocolat-bernard-brand-dark-chocolate-chips-recalled-due-undeclared-milk,Master Chocolat Bernard brand Dark Chocolate Chips recalled due to undeclared milk,Master Chocolat Bernard brand Dark Chocolate Chips recalled due to undeclared milk. The recalled product was sold in Alberta and Saskatchewan.,2022-06-23
45,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-ginger-cookies-and-oatmeal-choc-chip-cookies-recalled-due-pieces-metal,Various brands of Ginger Cookies and Oatmeal Choc Chip Cookies recalled due to pieces of metal,Various brands of Ginger Cookies and Oatmeal Choc Chip Cookies recalled due to pieces of metal. The recalled products have been sold in British Columbia.,2022-06-23
46,https://recalls-rappels.canada.ca/en/alert-recall/crave-stevia-brand-dark-all-natural-chocolate-recalled-due-undeclared-milk,Crave Stevia brand Dark All Natural Chocolate recalled due to undeclared milk,"The affected product is being recalled from the marketplace because it may contain milk which is not declared on the label. The recalled product has been sold in British Columbia and Ontario, and may have been distributed in other provinces and…",2022-06-23
47,https://recalls-rappels.canada.ca/en/alert-recall/fresh-prep-brand-creamy-basil-pesto-gnocchi-recalled-due-undeclared-wheat,Fresh Prep brand Creamy Basil Pesto Gnocchi recalled due to undeclared wheat,Fresh Prep brand Creamy Basil Pesto Gnocchi recalled due to undeclared wheat. The recalled product has been sold in British Columbia.,2022-06-21
48,https://recalls-rappels.canada.ca/en/alert-recall/remarkaball-brand-crunchy-almond-crunchy-energy-balls-recalled-due-undeclared-milk,RemarkaBall brand Crunchy Almond Crunchy Energy Balls recalled due to undeclared milk,RemarkaBall brand Crunchy Almond Crunchy Energy Balls recalled due to undeclared milk. The recalled product has been sold in Alberta.,2022-06-21
49,https://recalls-rappels.canada.ca/en/alert-recall/certain-abbott-brand-powdered-infant-formula-products-recalled-due-possible,Certain Abbott brand powdered infant formula products recalled due to possible Cronobacter sakazakii and Salmonella ,"Shoppers Drug Mart is recalling certain Abbott brand powdered infant formula products from the marketplace due to possible Cronobacter sakazakii and Salmonella contamination. The products were previously recalled on February 17, 2022 and some units were…",2022-06-19
50,https://recalls-rappels.canada.ca/en/alert-recall/certain-revive-superfoods-brand-smoothies-and-oats-recalled-due-possible-norovirus,Certain Revive Superfoods brand Smoothies and Oats recalled due to possible norovirus contamination of raspberries used in these products,Revive Organics Inc. is recalling the affected products from the marketplace due to possible norovirus contamination of the raspberries used in these products. The recalled products have been sold nationally online.,2022-06-18
51,https://recalls-rappels.canada.ca/en/alert-recall/irresistibles-brand-sesame-asian-style-dressing-recalled-due-spoilage,Irresistibles brand Sesame Asian Style Dressing recalled due to spoilage,Irresistibles brand Sesame Asian Style Dressing recalled due to spoilage. The recalled product has been sold in Ontario and Quebec.,2022-06-17
52,https://recalls-rappels.canada.ca/en/alert-recall/alasko-brand-iqf-whole-raspberries-recalled-due-norovirus,Alasko brand IQF Whole Raspberries recalled due to norovirus,"Alasko brand IQF Whole Raspberries recalled due to norovirus. The recalled product has been sold in Quebec, Ontario, Nova Scotia, Newfoundland and Labrador and Nunavut.",2022-06-10
53,https://recalls-rappels.canada.ca/en/alert-recall/certain-rico-n-lalo-brand-and-mini-lalo-brand-frozen-bars-recalled-due-undeclared,"Certain Rico ‘n Lalo brand and Mini Lalo brand frozen bars recalled due to undeclared hazelnut, milk and sulphites ","The food recall warning issued on June 1, 2022 has been updated to include an additional undeclared allergen, hazelnut. This additional information was identified during the Canadian Food Inspection Agency's (CFIA) food safety investigation…",2022-06-08
54,https://recalls-rappels.canada.ca/en/alert-recall/baril-brand-processed-potatoes-recalled-due-pieces-metal,Baril brand Processed Potatoes recalled due to pieces of metal,Baril brand Processed Potatoes recalled due to pieces of metal. The recalled product has been sold in Quebec.,2022-06-03
55,https://recalls-rappels.canada.ca/en/alert-recall/freshprep-brand-crunchy-caesar-salad-recalled-due-undeclared-milk,Freshprep brand Crunchy Caesar Salad recalled due to undeclared milk,Freshprep brand Crunchy Caesar Salad recalled due to undeclared milk. The recalled product has been sold in Alberta and British Columbia.,2022-06-02
56,https://recalls-rappels.canada.ca/en/alert-recall/certain-tri-star-seafood-supply-ltd-spot-prawns-recalled-due-norovirus,Certain Tri-Star Seafood Supply Ltd. Spot Prawns recalled due to norovirus,Tri-Star Seafood Supply Ltd. is recalling certain Spot Prawns from the marketplace due to possible norovirus contamination. The recalled products have been sold in British Columbia and Ontario and may have been distributed in other provinces and…,2022-06-02
57,https://recalls-rappels.canada.ca/en/alert-recall/whole-raspberries-frozen-recalled-due-norovirus,Whole raspberries (frozen) recalled due to norovirus,"Épicerie Frenette is recalling the affected product from the marketplace due to possible norovirus contamination. The recalled product has been sold at Épicerie Frenette, 625 rue Principale, Beresford, New Brunswick.",2022-06-01
58,https://recalls-rappels.canada.ca/en/alert-recall/certain-tri-star-seafood-supply-ltd-brand-live-spot-prawns-recalled-due-norovirus,Certain Tri-Star Seafood Supply Ltd. brand Live Spot Prawns recalled due to norovirus,"Tri-Star Seafood Supply Ltd. is recalling certain Tri-Star Seafood Supply Ltd. brand Live Spot Prawns from the marketplace due to possible norovirus contamination. The recalled product has been sold in British Columbia, Alberta, Manitoba, and Ontario…",2022-05-31
59,https://recalls-rappels.canada.ca/en/alert-recall/certain-sweet-spot-chocolate-shop-brand-peanut-butter-containing-chocolates-recalled,Certain Sweet Spot Chocolate Shop brand peanut butter-containing chocolates recalled due to Salmonella,Sweet Spot Chocolate Shop is recalling certain Sweet Spot Chocolate Shop brand peanut butter-containing chocolates from the marketplace due to possible Salmonella contamination. The recalled products have been sold in Nova Scotia and online.,2022-05-26
60,https://recalls-rappels.canada.ca/en/alert-recall/rogers-brand-golden-yellow-sugar-recalled-due-pieces-plastic,Rogers brand Golden Yellow Sugar recalled due to pieces of plastic,Rogers brand Golden Yellow Sugar recalled due to pieces of plastic. The recalled product was distributed in Alberta and British Columbia.,2022-05-24
61,https://recalls-rappels.canada.ca/en/alert-recall/certain-jif-brand-peanut-butters-recalled-due-salmonella,Certain Jif brand Peanut Butters  recalled due to Salmonella,"Smucker Foods of Canada Corp. is recalling certain  Jif brand Peanut Butters from the marketplace due to possible Salmonella contamination.
The recalled products have been sold nationally  and online.",2022-05-22
62,https://recalls-rappels.canada.ca/en/alert-recall/cebu-s-dried-fish-brand-dried-silver-fish-bol-s-dilis-recalled-due-histamine,Cebu's Dried Fish brand Dried Silver Fish (Bol S Dilis) recalled due to histamine,Cebu's Dried Fish brand Dried Silver Fish (Bol S Dilis) recalled due to histamine. The recalled product has been sold in Alberta and online.,2022-05-20
63,https://recalls-rappels.canada.ca/en/alert-recall/lafleur-original-brand-wieners-recalled-due-texture-and-appearance-issues,Lafleur Original brand Wieners recalled due to texture and appearance issues,"Lafleur Original brand Wieners recalled due to texture and appearance issues. The recalled product was sold in Manitoba, New Brunswick, Nova Scotia, Ontario, and Quebec.",2022-05-19
64,https://recalls-rappels.canada.ca/en/alert-recall/suzie-s-brand-organic-cocktail-sauce-recalled-due-spoilage,Suzie's brand Organic Cocktail Sauce recalled due to spoilage,Suzie's brand Organic Cocktail Sauce recalled due to spoilage. The recalled product was sold in Alberta and British Columbia.,2022-05-17
65,https://recalls-rappels.canada.ca/en/alert-recall/life-savers-skittles-and-starburst-brand-gummies-recalled-due-pieces-metal,"Life Savers, Skittles and Starburst brand gummies recalled due to pieces of metal","Life Savers, Skittles and Starburst brand gummies recalled due to pieces of metal. The recalled products were sold nationally.",2022-05-16
66,https://recalls-rappels.canada.ca/en/alert-recall/below-zero-brand-whole-raspberries-iqf-recalled-due-norovirus,Below Zero brand Whole Raspberries IQF recalled due to Norovirus,"Below Zero brand Whole Raspberries IQF recalled due to Norovirus. The recalled product has been sold in Alberta, New Brunswick, Nova Scotia, Ontario, and Quebec.",2022-05-15
67,https://recalls-rappels.canada.ca/en/alert-recall/jumbo-brand-melk-chocopasta-milk-chocolate-spread-recalled-due-undeclared-hazelnuts,Jumbo brand Melk Chocopasta (Milk Chocolate Spread) recalled due to undeclared hazelnuts,"Jumbo brand Melk Chocopasta (Milk Chocolate Spread) recalled due to undeclared hazelnuts. The recalled product was sold in Alberta, British Columbia, and Manitoba.",2022-05-13
68,https://recalls-rappels.canada.ca/en/alert-recall/tree-brewing-co-brand-golden-larch-grapefruit-radler-recalled-due-undeclared-sulphites,Tree Brewing Co. brand Golden Larch Grapefruit Radler recalled due to undeclared sulphites,Tree Brewing Co. is recalling the affected products from the marketplace because they contain sulphites which are not declared on the label. The recalled products have been sold in Alberta and British Columbia.,2022-05-13
69,https://recalls-rappels.canada.ca/en/alert-recall/gb-foods-brand-various-sausage-products-recalled-due-undeclared-gluten-andor-wheat,GB Foods brand Various Sausage Products recalled due to undeclared gluten and/or wheat,GB Foods brand Various Sausage Products recalled due to undeclared gluten and/or wheat. The recalled products have been sold in British Columbia.,2022-05-13
70,https://recalls-rappels.canada.ca/en/alert-recall/certain-organic-poppy-seeds-recalled-due-salmonella-0,Certain organic poppy seeds recalled due to Salmonella,"Bulk Basket is recalling certain organic poppy seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold at Bulk Basket, 401, 20th St. W., Saskatoon, Saskatchewan.",2022-05-05
71,https://recalls-rappels.canada.ca/en/alert-recall/various-elite-brand-products-recalled-due-salmonella,Various Elite brand products recalled due to Salmonella ,"The food recall warning issued on April 29, 2022 has been amended to correctly identify the affected products. The amendments for these products are marked by an asterisk (*). Foodfest International 2000 Inc. is recalling various Elite brand products…",2022-05-04
72,https://recalls-rappels.canada.ca/en/alert-recall/kerem-brand-feigen-mit-reismehl-dried-figs-recalled-due-ochratoxin,"Kerem brand ""Feigen mit Reismehl"" (dried figs) recalled due to ochratoxin A","Kerem brand ""Feigen mit Reismehl"" (dried figs) recalled due to ochratoxin A. The recalled product was sold in Ontario.",2022-05-03
73,https://recalls-rappels.canada.ca/en/alert-recall/pimlico-confectioners-brand-and-keats-london-brand-vegan-chocolate-products-recalled,Pimlico Confectioners brand and Keats London brand vegan chocolate products recalled due to undeclared milk,TJX Canada is recalling Pimlico Confectioners brand and Keats London brand vegan chocolate products from the marketplace because they may contain milk which is not declared on the label. The recalled products have been sold nationally.,2022-05-03
74,https://recalls-rappels.canada.ca/en/alert-recall/certain-blue-organic-poppy-seeds-recalled-due-salmonella,Certain blue organic poppy seeds recalled due to Salmonella,"Healthy Planet - Oakville is recalling certain blue organic poppy seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold at Healthy Planet - Oakville, 2501 Hyde Park Gate, Unit C2, Oakville, Ontario.",2022-05-02
75,https://recalls-rappels.canada.ca/en/alert-recall/jumbo-brand-puur-chocopasta-dark-chocolate-spread-recalled-due-undeclared-hazelnuts,Jumbo brand Puur Chocopasta (Dark Chocolate Spread) recalled due to undeclared hazelnuts,Jumbo brand Puur Chocopasta (Dark Chocolate Spread) recalled due to undeclared hazelnuts. The recalled product was sold in Alberta.,2022-04-29
76,https://recalls-rappels.canada.ca/en/alert-recall/certain-organic-poppy-seeds-recalled-due-salmonella,Certain organic poppy seeds recalled due to Salmonella,"Healthy Planet - Markham is recalling certain organic poppy seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold at Healthy Planet – Markham, 8567 McCowan Rd., Unit #2, Markham, ON.",2022-04-29
77,https://recalls-rappels.canada.ca/en/alert-recall/pimlico-confectioners-brand-vegan-fine-hazelnut-truffles-recalled-due-undeclared-milk,Pimlico Confectioners brand Vegan Fine Hazelnut Truffles recalled due to undeclared milk,TJX Canada is recalling Pimlico Confectioners brand Vegan Fine Hazelnut Truffles from the marketplace because it contains milk which is not declared on the label. The recalled product has been sold nationally.,2022-04-27
78,https://recalls-rappels.canada.ca/en/alert-recall/various-poppy-seeds-recalled-due-salmonella-3,Various poppy seeds recalled due to Salmonella,Industry is recalling various poppy seeds from the marketplace due to possible Salmonella contamination. The recalled products have been sold as indicated in the table.,2022-04-23
79,https://recalls-rappels.canada.ca/en/alert-recall/certain-breaded-meat-products-toscana-meat-distributors-recalled-due-undeclared,Certain breaded meat products from Toscana Meat Distributors recalled due to undeclared allergens,Certain breaded meat products from Toscana Meat Distributors recalled due to undeclared allergens. The recalled products were sold in Ontario.,2022-04-22
80,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-bottled-water-and-soda-recalled-due-mould-and-yeast,Various brands of bottled water and soda recalled due to mould and yeast,Various brands of bottled water and soda recalled due to mould and yeast. The recalled products have been sold in Manitoba.,2022-04-22
81,https://recalls-rappels.canada.ca/en/alert-recall/various-poppy-seeds-recalled-due-salmonella-2,Various poppy seeds recalled due to Salmonella,"Industry is recalling various poppy seeds from the marketplace due to possible Salmonella contamination.
The recalled products have been sold as indicated in the table.",2022-04-22
82,https://recalls-rappels.canada.ca/en/alert-recall/various-poppy-seeds-recalled-due-salmonella-0,Various poppy seeds recalled due to Salmonella,Industry is recalling various poppy seeds from the marketplace due to possible Salmonella contamination. The recalled products have been sold as indicated in the table.,2022-04-21
83,https://recalls-rappels.canada.ca/en/alert-recall/various-poppy-seeds-recalled-due-salmonella-1,Various poppy seeds recalled due to Salmonella,Industry is recalling various poppy seeds from the marketplace due to possible Salmonella contamination. The recalled products have been sold as indicated in the table.,2022-04-20
84,https://recalls-rappels.canada.ca/en/alert-recall/various-poppy-seeds-recalled-due-salmonella,Various poppy seeds recalled due to Salmonella,Industry is recalling various poppy seeds from the marketplace due to possible Salmonella contamination. The recalled products have been sold as indicated in the table.,2022-04-19
